date,t,price,plan,adjusted,charge,discharge,emergency,spill,soc_end
2025-02-01,47,1.0783000000,0.0000000000,0.0000000000,0.0000000000,299.9229166667,0.0000000000,0.0000000000,3434.5208518519
2025-02-01,48,1.0448000000,0.0000000000,0.0000000000,0.0000000000,202.2262333333,0.0000000000,0.0000000000,3209.8250370370
2025-02-01,49,0.9667000000,0.0000000000,0.0000000000,0.0000000000,129.7926000000,0.0000000000,0.0000000000,3065.6110370370
2025-02-01,50,0.9429000000,0.0000000000,0.0000000000,0.0000000000,86.2845833333,0.0000000000,0.0000000000,2969.7392777778
2025-02-01,51,0.8930000000,0.0000000000,0.0000000000,0.0000000000,35.9691500000,0.0000000000,0.0000000000,2929.7735555556
2025-02-01,52,0.9266000000,0.0000000000,0.0000000000,0.0000000000,62.4539333333,0.0000000000,0.0000000000,2860.3802962963
2025-02-01,53,0.9995000000,0.0000000000,0.0000000000,0.0000000000,115.1766666667,0.0000000000,0.0000000000,2732.4062222222
2025-02-01,54,0.9415000000,0.0000000000,0.0000000000,0.0000000000,45.8241166667,0.0000000000,0.0000000000,2681.4905370370
2025-02-01,55,0.8825000000,0.0000000000,0.0000000000,31.3605000000,0.0000000000,0.0000000000,0.0000000000,2709.7149870370
2025-02-01,56,0.8929000000,0.0000000000,0.0000000000,61.7008333333,0.0000000000,0.0000000000,0.0000000000,2765.2457370370
2025-02-01,57,0.9059000000,0.0000000000,0.0000000000,105.1081166667,0.0000000000,0.0000000000,0.0000000000,2859.8430420370
2025-02-01,58,0.8581000000,0.0000000000,0.0000000000,170.1972500000,0.0000000000,0.0000000000,0.0000000000,3013.0205670370
2025-02-01,59,0.8084000000,0.0000000000,0.0000000000,215.4304166667,0.0000000000,0.0000000000,0.0000000000,3206.9079420370
2025-02-01,60,0.8605000000,0.0000000000,0.0000000000,200.4176333333,0.0000000000,0.0000000000,0.0000000000,3387.2838120370
2025-02-01,61,0.8292000000,0.0000000000,0.0000000000,226.9201833333,0.0000000000,0.0000000000,0.0000000000,3591.5119770370
2025-02-01,62,0.7446000000,0.0000000000,0.0000000000,292.2254166667,0.0000000000,0.0000000000,0.0000000000,3854.5148520370
2025-02-01,63,0.7982000000,0.0000000000,0.0000000000,301.0877333333,0.0000000000,0.0000000000,0.0000000000,4125.4938120370
2025-02-01,64,0.6917000000,0.0000000000,0.0000000000,343.2174000000,0.0000000000,0.0000000000,0.0000000000,4434.3894720370
2025-02-01,65,0.4380000000,0.0000000000,0.0000000000,407.3500000000,0.0000000000,0.0000000000,0.0000000000,4801.0044720370
2025-02-01,66,0.3671000000,-0.0000000000,0.0000000000,388.4834666667,0.0000000000,0.0000000000,0.0000000000,5150.6395920370
2025-02-01,67,0.3419000000,0.0000000000,0.0000000000,395.2400666667,0.0000000000,0.0000000000,0.0000000000,5506.3556520370
2025-02-01,68,0.3080000000,0.0000000000,0.0000000000,444.5275000000,0.0000000000,0.0000000000,0.0000000000,5906.4304020370
2025-02-01,69,0.3563000000,0.0000000000,0.0000000000,444.1071000000,0.0000000000,0.0000000000,0.0000000000,6306.1267920370
2025-02-01,70,0.3499000000,0.0000000000,0.0000000000,448.2673333333,0.0000000000,0.0000000000,0.0000000000,6709.5673920370
2025-02-01,71,0.2979000000,0.0000000000,0.0000000000,460.6229166667,0.0000000000,0.0000000000,0.0000000000,7124.1280170370
2025-02-01,72,0.3528000000,0.0000000000,0.0000000000,428.6418166667,0.0000000000,0.0000000000,0.0000000000,7509.9056520370
2025-02-01,73,0.4214000000,0.0000000000,0.0000000000,426.3872666667,0.0000000000,0.0000000000,0.0000000000,7893.6541920370
2025-02-01,74,0.4077000000,264.4475730182,0.0000000000,458.3908333333,0.0000000000,0.0000000000,0.0000000000,8306.2059420370
2025-02-01,75,0.3359000000,490.2723536650,0.0000000000,450.9836000000,0.0000000000,0.0000000000,0.0000000000,8712.0911820370
2025-02-01,76,0.4541000000,0.0000000000,0.0000000000,425.6543833333,0.0000000000,0.0000000000,0.0000000000,9095.1801270370
2025-02-01,77,0.6884000000,0.0000000000,0.0000000000,413.5433333333,0.0000000000,0.0000000000,0.0000000000,9467.3691270370
2025-02-01,78,0.7168000000,0.0000000000,0.0000000000,421.6486833333,0.0000000000,0.0000000000,0.0000000000,9846.8529420370
2025-02-01,79,0.7194000000,0.0000000000,0.0000000000,422.7244333333,0.0000000000,0.0000000000,0.0000000000,10227.3049320370
2025-02-01,80,0.7375000000,0.0000000000,0.0000000000,410.2679166667,0.0000000000,0.0000000000,0.0000000000,10596.5460570370
2025-02-01,81,0.6413000000,0.0000000000,0.0000000000,226.0599366255,0.0000000000,0.0000000000,166.4157800412,10800.0000000000
2025-02-01,82,0.6761000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,323.7071333333,10800.0000000000
2025-02-01,83,0.8225000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,233.5425000000,10800.0000000000
2025-02-01,84,0.8111000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,202.9000333333,10800.0000000000
2025-02-01,85,0.8061000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,166.2688166667,10800.0000000000
2025-02-01,86,0.8727000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,116.5883333333,10800.0000000000
2025-02-01,87,0.8717000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,112.4443166667,10800.0000000000
2025-02-01,88,0.7054000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,93.7672333333,10800.0000000000
2025-02-01,89,0.5147000000,143.7298733880,0.0000000000,0.0000000000,0.0000000000,0.0000000000,35.8016666667,10800.0000000000
2025-02-01,90,0.5575000000,414.1364884512,56.8746801833,0.0000000000,0.0000000000,0.0000000000,28.4455301833,10800.0000000000
2025-02-01,91,0.6606000000,220.4268282476,93.5911585129,0.0000000000,4.3429081537,0.0000000000,0.0000000000,10795.1745464959
2025-02-01,92,0.6880000000,235.8495361142,142.2806711407,0.0000000000,15.7368288593,0.0000000000,0.0000000000,10777.6891810967
2025-02-01,93,0.6617000000,299.4230482778,178.4270332109,0.0000000000,4.7333167891,0.0000000000,0.0000000000,10772.4299402199
2025-02-01,94,0.6465000000,339.1130207264,238.5679652250,30.6333997557,0.0000000000,0.0000000000,13.7965154693,10800.0000000000
2025-02-01,95,0.6667000000,394.9873657736,296.6490803866,0.0000000000,0.0000000000,0.0000000000,76.8303303866,10800.0000000000
2025-02-01,96,0.6956000000,407.2855517300,302.8111773082,0.0000000000,0.0000000000,0.0000000000,29.9028273082,10800.0000000000
2025-02-01,97,0.7032000000,417.1789132437,334.5571101190,0.0000000000,0.0000000000,0.0000000000,15.9625601190,10800.0000000000
2025-02-01,98,0.7041000000,468.3987654011,389.7759003961,0.0000000000,0.0000000000,0.0000000000,29.0317337295,10800.0000000000
2025-02-01,99,0.7357000000,499.3381397456,440.2796292788,0.0000000000,0.0000000000,0.0000000000,15.5123626122,10800.0000000000
2025-02-01,100,0.7466000000,469.3991994611,424.3785527835,0.0000000000,1.7279972165,0.0000000000,0.0000000000,10798.0800030928
2025-02-01,101,0.7383000000,410.6652306083,381.5748215887,0.0000000000,5.4989284113,0.0000000000,0.0000000000,10791.9700826358
2025-02-01,102,0.7642000000,444.7470358974,397.2453315756,0.0000000000,20.4007517578,0.0000000000,0.0000000000,10769.3025806827
2025-02-01,103,0.7870000000,458.5434832114,431.1321161305,0.0000000000,8.6486838695,0.0000000000,0.0000000000,10759.6929319388
2025-02-01,104,0.7750000000,448.4686717602,439.0667539136,2.9300872470,0.0000000000,0.0000000000,0.0000000000,10762.3300104610
2025-02-01,105,0.7557000000,467.6463879641,467.6463879641,22.3406712974,0.0000000000,0.0000000000,0.0000000000,10782.4366146287
2025-02-01,106,0.8692000000,395.1919581080,395.1919581080,0.0000000000,44.7006752253,0.0000000000,0.0000000000,10732.7691977117
2025-02-01,107,1.0662000000,0.0000000000,0.0000000000,0.0000000000,428.4700000000,0.0000000000,0.0000000000,10256.6914199339
2025-02-01,108,1.1465000000,0.0000000000,0.0000000000,0.0000000000,454.1350500000,0.0000000000,0.0000000000,9752.0969199339
2025-02-01,109,1.1653000000,0.0000000000,0.0000000000,0.0000000000,472.2653166667,0.0000000000,0.0000000000,9227.3576791932
2025-02-01,110,1.1644000000,0.0000000000,0.0000000000,0.0000000000,454.1683333333,0.0000000000,0.0000000000,8722.7261977117
2025-02-01,111,1.1265000000,0.0000000000,0.0000000000,0.0000000000,418.3726333333,0.0000000000,0.0000000000,8257.8677162302
2025-02-01,112,1.1134000000,0.0000000000,0.0000000000,0.0000000000,414.0822333333,0.0000000000,0.0000000000,7797.7763458599
2025-02-01,113,1.1312000000,0.0000000000,0.0000000000,0.0000000000,432.1383333333,0.0000000000,0.0000000000,7317.6226421561
2025-02-01,114,1.1292000000,0.0000000000,0.0000000000,0.0000000000,424.0141166667,0.0000000000,0.0000000000,6846.4958458599
2025-02-01,115,1.1330000000,0.0000000000,0.0000000000,0.0000000000,442.4124666667,0.0000000000,0.0000000000,6354.9264384524
2025-02-01,116,1.1382000000,0.0000000000,0.0000000000,0.0000000000,483.7466666667,0.0000000000,0.0000000000,5817.4301421561
2025-02-01,117,1.1103000000,0.0000000000,0.0000000000,0.0000000000,481.1844666667,0.0000000000,0.0000000000,5282.7807347487
2025-02-01,118,1.0929000000,0.0000000000,0.0000000000,0.0000000000,444.7659333333,0.0000000000,0.0000000000,4788.5963643784
2025-02-01,119,1.1041000000,0.0000000000,0.0000000000,0.0000000000,418.0950000000,0.0000000000,0.0000000000,4324.0463643784
2025-02-01,120,1.1204000000,0.0000000000,0.0000000000,0.0000000000,436.7405166667,0.0000000000,0.0000000000,3838.7791236376
2025-02-01,121,1.1344000000,0.0000000000,0.0000000000,0.0000000000,452.6978500000,0.0000000000,0.0000000000,3335.7815125265
2025-02-01,122,1.1597000000,0.0000000000,0.0000000000,0.0000000000,449.9683333333,0.0000000000,0.0000000000,2835.8166977117
2025-02-01,123,1.1766000000,0.0000000000,0.0000000000,0.0000000000,455.0667000000,0.0000000000,0.0000000000,2330.1870310450
2025-02-01,124,0.9864000000,0.0000000000,0.0000000000,0.0000000000,454.0123666667,0.0000000000,0.0000000000,1825.7288458599
2025-02-01,125,0.7240000000,516.9881072461,516.9881072461,57.5831072461,0.0000000000,0.0000000000,0.0000000000,1877.5536423814
2025-02-01,126,0.7481000000,490.3321038747,490.3321038747,0.0000000000,7.0886627920,0.0000000000,0.0000000000,1869.6773503903
2025-02-01,127,0.8129000000,460.7368744516,460.7368744516,0.0000000000,42.5462588818,0.0000000000,0.0000000000,1822.4037294105
2025-02-01,128,0.8144000000,463.3070061412,463.3070061412,0.0000000000,14.2496605255,0.0000000000,0.0000000000,1806.5707732711
2025-02-01,129,0.8497000000,480.8781570450,480.8781570450,1.7422070450,0.0000000000,0.0000000000,0.0000000000,1808.1387596116
2025-02-01,130,0.6531000000,456.7752341067,456.7752341067,6.5711341067,0.0000000000,0.0000000000,0.0000000000,1814.0527803076
2025-02-01,131,0.3205000000,1237.7174172430,1236.0462390677,833.3333333333,0.0000000000,0.0000000000,10.6279057343,2564.0527803076
2025-02-01,132,0.2542000000,1226.4684066315,1226.4684066315,833.3333333333,0.0000000000,0.0000000000,21.3652566315,3314.0527803076
2025-02-01,133,0.2730000000,1235.1942658103,1235.1942658103,833.3333333333,0.0000000000,0.0000000000,38.2827158103,4064.0527803076
2025-02-01,134,0.2774000000,1257.7407186159,1256.4896697798,833.3333333333,0.0000000000,0.0000000000,63.9996697798,4814.0527803076
2025-02-01,135,0.3501000000,1249.4728677763,1249.4728677763,833.3333333333,0.0000000000,0.0000000000,34.0888177763,5564.0527803076
2025-02-01,136,0.3780000000,1220.5718172896,1220.5718172896,803.4034006230,0.0000000000,0.0000000000,0.0000000000,6287.1158408682
2025-02-01,137,0.3465000000,1205.6726733083,1205.6726733083,773.8760066416,0.0000000000,0.0000000000,0.0000000000,6983.6042468457
2025-02-01,138,0.3534000000,1224.9849061370,1224.9849061370,818.5199561370,0.0000000000,0.0000000000,0.0000000000,7720.2722073690
2025-02-01,139,0.3497000000,1216.8253573804,1216.8253573804,815.8654907138,0.0000000000,0.0000000000,0.0000000000,8454.5511490114
2025-02-01,140,0.3245000000,461.2994636099,461.2994636099,51.3544636099,0.0000000000,0.0000000000,0.0000000000,8500.7701662602
2025-02-01,141,0.3293000000,440.3706651567,440.3706651567,53.1339651567,0.0000000000,0.0000000000,0.0000000000,8548.5907349013
2025-02-01,142,0.3592000000,490.0645948991,490.0645948991,35.3544448991,0.0000000000,0.0000000000,0.0000000000,8580.4097353104
2025-02-01,143,0.4038000000,0.0000000000,0.0000000000,0.0000000000,580.8233333333,0.0000000000,0.0000000000,7935.0504760512
2025-02-02,0,0.4523000000,673.9239542002,673.9239542002,75.2599042002,0.0000000000,0.0000000000,0.0000000000,8002.7843898314
2025-02-02,1,0.4559000000,654.6568483246,654.6568483246,72.9223649913,0.0000000000,0.0000000000,0.0000000000,8068.4145183236
2025-02-02,2,0.4264000000,1435.0647557028,1435.0647557028,833.3333333333,0.0000000000,0.0000000000,17.1380890361,8818.4145183236
2025-02-02,3,0.4251000000,1420.7524027651,1420.7524027651,833.3333333333,0.0000000000,0.0000000000,1.3162027651,9568.4145183236
2025-02-02,4,0.4292000000,672.2371360281,672.2371360281,85.0402693614,0.0000000000,0.0000000000,0.0000000000,9644.9507607488
2025-02-02,5,0.4478000000,667.2466743780,667.2466743780,71.1733410446,0.0000000000,0.0000000000,0.0000000000,9709.0067676890
2025-02-02,6,0.5032000000,648.1480915581,648.1480915581,36.0932748915,0.0000000000,0.0000000000,0.0000000000,9741.4907150913
2025-02-02,7,0.4672000000,681.7722400854,681.7722400854,83.4479400854,0.0000000000,0.0000000000,0.0000000000,9816.5938611681
2025-02-02,8,0.3890000000,689.9301828972,689.9301828972,117.6968495639,0.0000000000,0.0000000000,0.0000000000,9922.5210257756
2025-02-02,9,0.4462000000,633.7739321295,633.7739321295,42.1211987961,0.0000000000,0.0000000000,0.0000000000,9960.4301046921
2025-02-02,10,0.4778000000,631.4306653554,631.4306653554,7.1349653554,0.0000000000,0.0000000000,0.0000000000,9966.8515735120
2025-02-02,11,0.4332000000,669.2261712837,669.2261712837,40.5611712837,0.0000000000,0.0000000000,0.0000000000,10003.3566276673
2025-02-02,12,0.4262000000,680.1814520548,680.1814520548,81.1073353881,0.0000000000,0.0000000000,0.0000000000,10076.3532295167
2025-02-02,13,0.4412000000,691.0700682834,691.0700682834,79.2094849501,0.0000000000,0.0000000000,0.0000000000,10147.6417659718
2025-02-02,14,0.4418000000,676.3663599465,676.3663599465,29.2280266131,0.0000000000,0.0000000000,0.0000000000,10173.9469899236
2025-02-02,15,0.4245000000,661.5596475081,661.5596475081,43.0244141747,0.0000000000,0.0000000000,0.0000000000,10212.6689626809
2025-02-02,16,0.4533000000,713.2054121008,713.2054121008,80.3628954341,0.0000000000,0.0000000000,0.0000000000,10284.9955685716
2025-02-02,17,0.4922000000,691.5212474134,691.5212474134,8.7795807468,0.0000000000,0.0000000000,0.0000000000,10292.8971912437
2025-02-02,18,0.4433000000,689.4605612361,689.4605612361,39.1692945694,0.0000000000,0.0000000000,0.0000000000,10328.1495563561
2025-02-02,19,0.4219000000,712.3559861338,712.3559861338,87.0722861338,0.0000000000,0.0000000000,0.0000000000,10406.5146138766
2025-02-02,20,0.4714000000,782.4256703468,782.4256703468,133.5990036802,0.0000000000,0.0000000000,0.0000000000,10526.7537171887
2025-02-02,21,0.5121000000,705.9298020465,705.9298020465,38.6928353799,0.0000000000,0.0000000000,0.0000000000,10561.5772690306
2025-02-02,22,0.4836000000,675.8419407405,675.8419407405,17.2864407405,0.0000000000,0.0000000000,0.0000000000,10577.1350656970
2025-02-02,23,0.4376000000,695.7627896342,695.7627896342,58.1077896342,0.0000000000,0.0000000000,0.0000000000,10629.4320763678
2025-02-02,24,0.4776000000,695.7699309642,695.7699309642,59.1153476308,0.0000000000,0.0000000000,0.0000000000,10682.6358892355
2025-02-02,25,0.4964000000,696.6955770130,696.6955770130,50.7889103463,0.0000000000,0.0000000000,0.0000000000,10728.3459085472
2025-02-02,26,0.4723000000,692.4680753456,692.4680753456,39.5030753456,0.0000000000,0.0000000000,0.0000000000,10763.8986763582
2025-02-02,27,0.4865000000,698.2322116008,698.2322116008,40.1125818242,0.0000000000,0.0000000000,1.8641464433,10800.0000000000
2025-02-02,28,0.4808000000,691.5614404054,691.5614404054,0.0000000000,0.0000000000,0.0000000000,26.1743404054,10800.0000000000
2025-02-02,29,0.4531000000,684.0183336261,684.0183336261,0.0000000000,0.0000000000,0.0000000000,2.9850002928,10800.0000000000
2025-02-02,30,0.4678000000,696.0003369721,696.0003369721,0.0000000000,0.0000000000,0.0000000000,4.9795703054,10800.0000000000
2025-02-02,31,0.4823000000,713.9555921394,713.9555921394,0.0000000000,0.0000000000,0.0000000000,34.7356254727,10800.0000000000
2025-02-02,32,0.4391000000,713.6031953546,713.6031953546,0.0000000000,0.0000000000,0.0000000000,65.6565286879,10800.0000000000
2025-02-02,33,0.3697000000,1516.2567662981,1516.2567662981,0.0000000000,0.0000000000,0.0000000000,882.7620662981,10800.0000000000
2025-02-02,34,0.5849000000,779.9037138573,779.9037138573,0.0000000000,0.0000000000,0.0000000000,56.1656471907,10800.0000000000
2025-02-02,35,0.9636000000,885.3815027506,885.3815027506,0.0000000000,0.0000000000,0.0000000000,29.8481694173,10800.0000000000
2025-02-02,36,1.0488000000,887.3022489969,821.0449427236,0.0000000000,46.2045739431,0.0000000000,0.0000000000,10748.6615845077
2025-02-02,37,1.0385000000,877.3967941955,851.6083711148,0.0000000000,3.0604455519,0.0000000000,0.0000000000,10745.2610894501
2025-02-02,38,1.0714000000,299.0831372127,299.0831372127,0.0000000000,574.4185294540,0.0000000000,0.0000000000,10107.0182789456
2025-02-02,39,1.0749000000,856.5965108239,843.5268506200,0.0000000000,32.4855160467,0.0000000000,0.0000000000,10070.9232611160
2025-02-02,40,1.0446000000,847.1353254902,808.7903864541,0.0000000000,25.9629468793,0.0000000000,0.0000000000,10042.0755423612
2025-02-02,41,0.9869000000,850.5296882122,649.2672940200,0.0000000000,118.6539559800,0.0000000000,0.0000000000,9910.2378134946
2025-02-02,42,0.9164000000,776.8242189905,776.8242189905,41.3272356572,0.0000000000,0.0000000000,0.0000000000,9947.4323255860
2025-02-02,43,0.9117000000,757.5487276536,757.5487276536,48.8745943202,0.0000000000,0.0000000000,0.0000000000,9991.4194604743
2025-02-02,44,0.9168000000,719.1711573131,719.1711573131,62.5944906464,0.0000000000,0.0000000000,0.0000000000,10047.7545020560
2025-02-02,45,0.8379000000,1434.8798917744,1429.0332367903,829.9866867903,0.0000000000,0.0000000000,0.0000000000,10794.7425201673
2025-02-02,46,1.0094000000,699.0717186597,699.0717186597,5.8416442586,0.0000000000,0.0000000000,24.5825077344,10800.0000000000
2025-02-02,47,1.3473000000,82.9345665870,82.9345665870,0.0000000000,728.2146000797,0.0000000000,0.0000000000,9990.8726665781
2025-02-02,48,1.3998000000,12.8656149175,12.8656149175,0.0000000000,809.9657350825,0.0000000000,0.0000000000,9090.9107387086
2025-02-02,49,1.3427000000,0.0000000000,0.0000000000,0.0000000000,758.8758666667,0.0000000000,0.0000000000,8247.7153313012
2025-02-02,50,1.3172000000,0.0000000000,0.0000000000,0.0000000000,692.5662500000,0.0000000000,0.0000000000,7478.1972757457
2025-02-02,51,1.2806000000,0.0000000000,0.0000000000,0.0000000000,640.1275000000,0.0000000000,0.0000000000,6766.9444979679
2025-02-02,52,1.2438000000,0.0000000000,0.0000000000,0.0000000000,586.0843000000,0.0000000000,0.0000000000,6115.7397201901
2025-02-02,53,1.2256000000,0.0000000000,0.0000000000,0.0000000000,521.2029166667,0.0000000000,0.0000000000,5536.6253683383
2025-02-02,54,1.2306000000,0.0000000000,0.0000000000,0.0000000000,454.8388333333,0.0000000000,0.0000000000,5031.2488868568
2025-02-02,55,1.2355000000,-0.0000000000,0.0000000000,0.0000000000,413.7835666667,0.0000000000,0.0000000000,4571.4893683383
2025-02-02,56,1.2013000000,-0.0000000000,0.0000000000,0.0000000000,374.2825000000,0.0000000000,0.0000000000,4155.6199238938
2025-02-02,57,1.1141000000,-0.0000000000,0.0000000000,0.0000000000,288.9727166667,0.0000000000,0.0000000000,3834.5391275975
2025-02-02,58,1.0893000000,0.0000000000,0.0000000000,0.0000000000,231.4054000000,0.0000000000,0.0000000000,3577.4220164864
2025-02-02,59,1.1386000000,0.0000000000,0.0000000000,0.0000000000,222.3629166667,0.0000000000,0.0000000000,3330.3521090790
2025-02-02,60,1.1539000000,0.0000000000,0.0000000000,0.0000000000,210.7595333333,0.0000000000,0.0000000000,3096.1748498198
2025-02-02,61,1.0970000000,0.0000000000,0.0000000000,0.0000000000,192.0332833333,0.0000000000,0.0000000000,2882.8045350049
2025-02-02,62,1.0376000000,0.0000000000,0.0000000000,0.0000000000,165.0750000000,0.0000000000,0.0000000000,2699.3878683383
2025-02-02,63,1.0533000000,0.0000000000,0.0000000000,0.0000000000,126.6086500000,0.0000000000,0.0000000000,2558.7115905605
2025-02-02,64,0.9148000000,155.0356151110,155.0356151110,55.2353651110,0.0000000000,0.0000000000,0.0000000000,2608.4234191604
2025-02-02,65,0.6806000000,970.6048439549,864.1183759556,778.6546259556,0.0000000000,0.0000000000,0.0000000000,3309.2125825204
